Name,Latitude,Longitude,Cuisine,Area,Rating,Reviews,Price,Address,GoogleMapsURL
เรคคอร์ดอฟฟี ร้านขายแผ่นเสียงและกาแฟ,13.734831999999999,100.51559809999999,Cafe,สัมพันธวงศ์,4.9,294,฿,"95 14-15 ถ. เจริญกรุง Khwaeng Talat Noi, Khet Samphanthawong, Krung Thep Maha Nakhon 10100, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJQRY9aXiZ4jAR6MgiUBX5pNw
Koyo Tearoom - SongWat Road (Japanese Matcha & Cafe),13.7382393,100.50795099999999,Cafe,Yaowarat,4.9,293,฿,"953/2 Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJKe9H6EeZ4jARRnOTnxGsC7U
BONCI,13.7906484,100.5483824,Cafe,Phaya Thai,4.3,445,฿,"1477 Phahon Yothin Road, Khwaeng Samsen Nai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJf4msdhud4jARi0uVOJwWefc
Chong Matcha Cafe,13.7572928,100.6697832,Matcha Cafe,สะพานสูง,4.8,304,฿,"เลขที่ 15 ถนนศรีนครินทร์-ร่มเกล้า หน้าวงเวียนโครงการ ใกล้ brighton college เศรษฐสิริ กรุงเทพกรีฑา Khwaeng Saphan Sung, Khet Saphan Sung, Krung Thep Maha Nakhon 10240, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJIX8T3hRnHTERTZTKfflZjI8
Coffee no.9,13.779869099999999,100.5438168,Cafe,Phaya Thai,4.6,349,฿,"1199 Soi Ari 1, Phaya Thai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJt6ZwhB2c4jARh9gtkLAPJiI
qraft. (Ari soi1),13.780661199999999,100.54439269999999,Matcha Cafe,Phaya Thai,4.4,403,฿฿,"5, 7 Soi Ari 1, Khwaeng Samsen Nai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJCSWKC1qd4jARgQtCnJiFZbM
APA Matcha,13.6960207,100.6062602,Matcha Cafe,พระโขนง,4.9,281,฿,"บางจาก 4/3 ซอย สุขุมวิท 99 Khwaeng Bang Chak, Khet Phra Khanong, Krung Thep Maha Nakhon 10260, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJLYDAVqCf4jARz0VFIhGkTzY
Double Dogs Tearoom,13.740630699999999,100.509181,Cafe,Yaowarat,4.5,360,฿฿,"406 Yaowarat Rd, Jakkawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJH79CmBiZ4jARMdjLCASWygc
Atlas Specialty Coffee,13.7167914,100.6554366,Cafe,Prawet,4.8,288,฿,"On Nut 55-2 Alley Khwaeng Prawet, Khet Prawet, Krung Thep Maha Nakhon 10250, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJv9F22hthHTERKXXpz26fFss
ทีลิลี่คาเฟ่ เอกมัย,13.731171600000001,100.5892133,Cafe,Watthana,4.3,414,฿฿,"15/25 สุขุมวิท 63 เอกมัย 12 หมู่บ้านสวนเจริญใจ คลองตัน, แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJxVnsKUqf4jART-tV_F81zaM
calmandcoff cafe,13.743463900000002,100.6369,Matcha Cafe,สวนหลวง,4.8,277,฿,"บ้านเลขที่ 28 Rama IX Soi 57/1, Khwaeng Suan Luang, Khet Suan Luang, Krung Thep Maha Nakhon 10250, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJOxgn_CVhHTERd6f6AiLoyNo
Peace 和 Oriental Teahouse (King Power Rang Nam),13.7601826,100.5384431,Cafe,Ratchathewi,4.6,316,฿,"Thanon Rang Nam, Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJR53YBree4jARK7wK0vgAUj4
Hidden leaf matcha,13.842808,100.67359689999999,Matcha Cafe,Khan Na Yao,4.6,313,฿,"19/6 Kanchanaphisek Rd, Khwaeng Khan Na Yao, Khet Khan Na Yao, Krung Thep Maha Nakhon 10230, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJk93bG51jHTER1i7sAMuwI6g
Tham·Ma·Da Cafe & Shop,13.7769444,100.54249999999999,Cafe,Phaya Thai,4.7,287,฿,"65 Phahon Yothin Road, Phaya Thai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJN1UVS6ae4jARsCdMD1xy-6I
RYUU.BKK,13.8381536,100.58212750000001,Matcha Cafe,จตุจักร,5.0,233,฿,"เลขที่ 1546 ซอย พหลโยธิน 34 Khwaeng Sena Nikhom, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJD63q-Y2d4jARjTMUp9rfNP4
HOMU,13.7266921,100.5415762,Matcha Cafe,สาทร,4.4,355,฿฿,"14, 7 Soi Sathon 2, แขวง ยานนาวา, Khet Sathon, Krung Thep Maha Nakhon 10120, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJLW9CDWuZ4jAR4WDwln-j2cA
The Coffee Store Charoenkrung,13.735633799999999,100.5138276,Cafe,สัมพันธวงศ์,4.9,244,฿,"775/1 ถ. เจริญกรุง Khwaeng Talat Noi, Khet Samphanthawong, Krung Thep Maha Nakhon 10120, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJtQExQOOZ4jARrLr2JyfPddU
Sauvage,13.8890187,100.5775584,Dessert,Watthana,4.7,280,฿฿,"99, 395 Soi Chaeng Watthana 10, Lane 3, Khwaeng Thung Song Hong, Khet Lak Si, Krung Thep Maha Nakhon 10210, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJn_KItAOD4jARyxg2mZlw5GU
อายตนะ,13.7458973,100.5055033,Matcha Cafe,ป้อมปราบศัตรูพ่าย,4.7,279,฿฿,"267 ถ. เจริญกรุง Khwaeng Ban Bat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJeSVexzyZ4jAR7IwPp0TJ6TU
HOME matcha,13.742634899999999,100.6295683,Matcha Cafe,Suan Luang,4.6,299,฿,"12 Soi 21, Khwaeng Suan Luang, Khet Suan Luang, Krung Thep Maha Nakhon 10250, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJhYP_KFVhHTER-O_JzI5dlvw
Chef Kai De Café Klong 5 - เชฟไก่ เดอ คาเฟ่ คลอง 5 ลำลูกกา by Jana,13.9768692,100.70277879999999,Cafe,Ratchada,4.8,258,฿฿,"5 7 ถนน เลียบคลอง 5 ฝั่งตะวันตก Tambon Lat Sawai, Amphoe Lam Luk Ka, Chang Wat Pathum Thani 12150, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJY_qCTmV_HTERlMwpeOkHEE4
Beaker and Bitter,13.780969599999999,100.5495164,Cafe,Phaya Thai,4.4,340,฿฿,"4 Soi Sai Lom 1, Khwaeng Samsen Nai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJadycM3ed4jARz_ZmcGKCLeA
Horm Tea Experience,13.7187293,100.609674,Matcha Cafe,สวนหลวง,4.8,247,฿,"22 ซ.อ่อนนุช 17 แยก 1 Khwaeng Suan Luang, Khet Suan Luang, Krung Thep Maha Nakhon 10250, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJa_hbDkOf4jARnXbzj8awpT0
B YAH >matcha,13.837996299999999,100.6025102,Matcha Cafe,Lat Phrao,4.8,244,฿,"131 Soi Prasert-Manukitch 21, Khwaeng Chorakhe Bua, Khet Lat Phrao, Krung Thep Maha Nakhon 10230, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJbYSnQgCd4jAR6eN6OmVS_GE
Ksana Matcha - Central World,13.7450741,100.5390442,Matcha Cafe,Pathumwan,4.7,256,฿฿,"1st floor, Central World, Department Cosmetic Zone, 999/9 Rama I Rd, Khwaeng Pathum Wan, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJg0TANT2f4jARoHcV4iYuX8s
Aribica Specialty Coffee (Sahakorn branch),13.780567399999999,100.54404570000001,Cafe,Phaya Thai,4.6,270,฿,"4, 1 Soi Ari 1, Phaya Thai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJOSpbmx2c4jARyUAdhjBc78k
สมดุลคอฟฟี่,13.733270399999999,100.57579179999999,Cafe,Watthana,4.8,230,฿฿,"20/40 Soi Sukhumvit 49/1, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJ9VdMF3if4jARcQg84QjpyU8
"REN - Cafe & Goods - Matcha, Coffee and Dessert",13.7281552,100.51609710000001,Matcha Cafe,บางรัก,4.7,246,฿,"1111 ถ. เจริญกรุง Khwaeng Si Phraya, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJ6XtxkwKZ4jARnT44u5YUgsU
